timestep,pX,pY,1_x,2_x,3_x,4_x,5_x,6_x,7_x,8_x,9_x,10_x,1_y,2_y,3_y,4_y,5_y,6_y,7_y,8_y,9_y,10_y,kinetic_energy,energy_lost
1202,1.4,-93.43131349763188,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.0336497543993,-94.29942637705608,-94.41325651832564,-94.42834355068194,-94.3500428942348,-94.14727437035928,-93.447541410722,0.0,31044.50851725795,-25.50711987181785
1203,1.4,-93.4700654598646,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.07225393064,-94.3380280682358,-94.45185714517235,-94.4669440364621,-94.38864411214068,-94.18587852672896,-93.48615106718492,0.0,31069.95781284539,-25.449295587441156
1204,1.4,-93.50881742209737,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.11075460616908,-94.37652596635375,-94.49035385374586,-94.50544058737354,-94.42714148130734,-94.2243790574,-93.52465786764635,0.0,31095.349172191927,-25.391359346536774
1205,1.4,-93.54756938433007,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.14915173869272,-94.41492002911929,-94.52874660175694,-94.54383316112722,-94.46553495944484,-94.26277592007877,-93.5630617698054,0.0,31120.682483596054,-25.333311404127016
1206,1.4,-93.58632134656284,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.18744528603102,-94.45321021435603,-94.56703534703074,-94.58212171554852,-94.50382450437748,-94.30106907258576,-93.60136273147435,0.0,31145.95763561181,-25.27515201575443
1207,1.4,-93.62507330879556,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.22563520611806,-94.49139648000198,-94.60522004750683,-94.62030620857723,-94.5420100740439,-94.33925847285552,-93.63956071057876,0.0,31171.17451704925,-25.21688143744177
1208,1.4,-93.66366803908124,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.2637214570019,-94.52947878410934,-94.64330066123932,-94.65838659826764,-94.58009162649718,-94.37785477531176,-93.67765566515752,0.0,31196.38121527286,-25.206698223610147
1209,1.4,-93.70121396358672,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.3022130627962,-94.56796995140404,-94.68179164072792,-94.69687755286444,-94.61858271028068,-94.4163472408998,-93.71614823796035,0.0,31221.818938403416,-25.43772313055524
1210,1.4,-93.73912696023524,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.34060091498571,-94.60635707276168,-94.72017844907568,-94.73526431972591,-94.65696969245312,-94.454735827335,-93.75453770182924,0.0,31247.19833099296,-25.379392589544295
1211,1.4,-93.7770399568838,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.37888497140096,-94.64464010601358,-94.7584610441144,-94.77354685668392,-94.69525253084603,-94.49302049244707,-93.79282401459244,0.0,31272.519281392906,-25.320950399946014
1212,1.4,-93.81495295353234,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.41706518998646,-94.68281900910571,-94.79663938379056,-94.811725121685,-94.73343118340564,-94.53120119418006,-93.83100713419176,0.0,31297.78167821198,-25.262396819074638
1213,1.4,-93.85286595018088,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.45514152880116,-94.72089374009852,-94.83471342616532,-94.84979907279038,-94.77150560819268,-94.56927789059232,-93.8690870186825,0.0,31322.985410316633,-25.203732104651863
1214,1.4,-93.89077894682944,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.49311394601816,-94.75886425716716,-94.87268312941455,-94.88776866817612,-94.8094757633826,-94.60725053985672,-93.9070636262336,0.0,31348.130366831574,-25.14495651494144
1215,1.4,-93.92869194347796,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.53098239992502,-94.79673051860128,-94.91054845182902,-94.92563386613304,-94.8473416072656,-94.64511910026056,-93.94493691512756,0.0,31373.216437140254,-25.086070308680064
1216,1.4,-93.96660494012652,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.56874684892358,-94.83449248280542,-94.94830935181426,-94.96339462506684,-94.88510309824662,-94.68288353020571,-93.9827068437606,0.0,31398.243510885353,-25.027073745099187
1217,1.4,-94.00451793677506,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.60640725153016,-94.87215010829874,-94.98596578789072,-95.00105090349815,-94.9227601948454,-94.72054378820852,-94.02037337064267,0.0,31423.211477969224,-24.967967083870462
1218,1.4,-94.0424309334236,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.64396356637556,-94.90970335371524,-95.02351771869375,-95.03860266006252,-94.9603128556966,-94.75809983290004,-94.05793645439743,0.0,31448.120228554453,-24.908750585229427
1219,1.4,-94.08034393007216,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.68141575220504,-94.9471521778038,-95.06096510297375,-95.07604985351048,-94.99776103954966,-94.79555162302591,-94.0953960537624,0.0,31472.969653064247,-24.849424509793607
1220,1.4,-94.11825692672068,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.71876376787849,-94.98449653942806,-95.0983078995961,-95.11339244270764,-95.03510470526908,-94.83289911744652,-94.13275212758892,0.0,31497.75964218301,-24.789989118762605
1221,1.4,-94.15616992336923,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.7560075723704,-95.02173639756676,-95.1355460675412,-95.15063038663472,-95.07234381183432,-94.87014227513696,-94.17000463484229,0.0,31522.49008685679,-24.730444673779857
1222,1.4,-94.1929759603914,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.79376422160644,-95.05949260835024,-95.17330209053873,-95.18838638474313,-95.1100999391156,-94.90789873605074,-94.20776225098318,0.0,31547.572012432694,-25.08192557590519
1223,1.4,-94.23015098395572,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.8314165769357,-95.09714423292596,-95.21095340213814,-95.2260376548607,-95.14775142452103,-94.94555077750988,-94.24541621781891,0.0,31572.59449904619,-25.022486613495857
1224,1.4,-94.26732600752,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.86896459699793,-95.13469122993462,-95.2484999609806,-95.26358415562866,-95.18529822669164,-94.98309835815452,-94.28296649398712,0.0,31597.55743662014,-24.962937573949603
1225,1.4,-94.30450103108431,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.90640824054766,-95.17213355813207,-95.28594172582248,-95.30102584580348,-95.2227403043834,-95.02054143673982,-94.32041303823956,0.0,31622.460715339552,-24.9032787194119
1226,1.4,-94.34167605464862,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.94374746645435,-95.20947117638931,-95.32327865553552,-95.33836268425696,-95.26007761646773,-95.05787997213582,-94.35775580944204,0.0,31647.304225652046,-24.84351031249389
1227,1.4,-94.37885107821292,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-94.98098223370224,-95.2467040436926,-95.36051070910672,-95.3755946299762,-95.2973101219311,-95.09511392332767,-94.39499476657458,0.0,31672.087858268333,-24.783632616286923
1228,1.4,-94.41602610177722,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.01811250139058,-95.28383211914336,-95.3976378456385,-95.41272164206376,-95.3344377798755,-95.13224324941554,-94.43212986873148,0.0,31696.81150416272,-24.723645894388028
1229,1.4,-94.45320112534152,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.0551382287335,-95.32085536195832,-95.43466002434872,-95.4497436797377,-95.37146054951812,-95.16926790961467,-94.4691610751212,0.0,31721.475054573577,-24.66355041085626
1230,1.4,-94.49037614890582,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.09205937506022,-95.35777373146962,-95.47157720457074,-95.48666070233143,-95.4083783901916,-95.20618786325558,-94.5060883450666,0.0,31746.07840100382,-24.6033464302418
1231,1.4,-94.52755117247013,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.128875899815,-95.3945871871247,-95.50838934575336,-95.52347266929408,-95.44519126134406,-95.24300306978384,-94.54291163800478,0.0,31770.621435221354,-24.543034217535023
1232,1.4,-94.56472619603444,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.16558776255718,-95.43129568848649,-95.54509640746105,-95.56017954019016,-95.48189912253903,-95.27971348876038,-94.57963091348736,0.0,31795.1040492596,-24.48261403824654
1233,1.4,-94.60190121959872,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.20219492296133,-95.46789919523331,-95.58169834937377,-95.5967812747,-95.51850193345568,-95.31631907986134,-94.61624613118036,0.0,31819.526135417942,-24.4220861583417
1234,1.4,-94.6384393023044,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.23869734081708,-95.50491669676396,-95.6187156631358,-95.6337985635752,-95.5555193514918,-95.35281980287824,-94.65275725086424,0.0,31844.0863876411,-24.560252223156567
1235,1.4,-94.6751896986296,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.27509497602944,-95.5418291225266,-95.65562777595106,-95.67071063491248,-95.59243163809704,-95.38921561771797,-94.689164232434,0.0,31868.586049527283,-24.499661886184185
1236,1.4,-94.71146450628504,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.31168816844794,-95.57863643197535,-95.69243464727413,-95.7075174481664,-95.62923875272573,-95.4258086218374,-94.72575839163824,0.0,31893.110073478736,-24.524023951453273
1237,1.4,-94.74789784349704,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.3481764978832,-95.61533858468005,-95.7291362366753,-95.7442189629074,-95.66594065494787,-95.4622966374412,-94.76224833238145,0.0,31917.573356635174,-24.463283156437683
1238,1.4,-94.78433118070906,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.38455992425573,-95.6519355403261,-95.76573250384074,-95.7808151388217,-95.70253730444928,-95.4986796244503,-94.798634014582,0.0,31941.975791381254,-24.40243474607996
1239,1.4,-94.82076451792108,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.42083840760144,-95.68842725871473,-95.80222340857247,-95.81730593571145,-95.73902866103144,-95.53495754290115,-94.83491539827304,0.0,31966.317270369505,-24.341478988251765
1240,1.4,-94.85687959577764,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.45711430043008,-95.72481369976292,-95.83860891078844,-95.85369131349474,-95.77541468461185,-95.57123324743324,-94.87109244360238,0.0,31990.61729434234,-24.300023972835334
1241,1.4,-94.893100760086,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.49328517048129,-95.7610948235035,-95.8748889705226,-95.88997123220562,-95.8116953352238,-95.6074038036571,-94.90716511083264,0.0,32014.856163465145,-24.238869122804317
1242,1.4,-94.92916374593716,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.52935097802478,-95.79727059008516,-95.91106354792488,-95.9261456519942,-95.84787057301652,-95.64346917184298,-94.94322967831856,0.0,32039.042915845643,-24.186752380497637
1243,1.4,-94.96512121937594,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.56531168344604,-95.8333409597725,-95.9471326032612,-95.96221453312664,-95.88394035825522,-95.6794293123768,-94.97918978841636,0.0,32063.168307293687,-24.125391448043956
1244,1.4,-95.00097314050475,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.60116724724602,-95.86930589294607,-95.9830960969137,-95.99817783598516,-95.91990465132116,-95.71528418576032,-95.01504540162728,0.0,32087.232231681337,-24.06392438765033
1245,1.4,-95.03671946954216,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.6369176300415,-95.90516535010246,-96.01895398938056,-96.03403552106828,-95.95576341271162,-95.75103375261104,-95.0507964785677,0.0,32111.234583151232,-24.002351469895075
1246,1.4,-95.07236016682278,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.67256279256486,-95.94091929185429,-96.0547062412762,-96.0697875489906,-95.99151660304,-95.7866779736624,-95.0864429799689,0.0,32135.17525611705,-23.94067296581852
1247,1.4,-95.10789519279756,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.70810269566432,-95.97656767893018,-96.09035281333124,-96.105433880483,-96.02716418303588,-95.82221680976365,-95.12198486667724,0.0,32159.05414526395,-23.8788891469012
1248,1.4,-95.14332450803369,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.74353730030384,-96.01211047217502,-96.12589366639256,-96.14097447639264,-96.06270611354498,-95.85765022188002,-95.1574220996542,0.0,32182.871145549085,-23.817000285132963
1249,1.4,-95.1786480732146,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.77886656756333,-96.04754763254982,-96.16132876142338,-96.17640929768304,-96.09814235552928,-95.8929781710928,-95.19275463997636,0.0,32206.626152202007,-23.75500665292202
1250,1.4,-95.21386584914012,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.81409045863846,-96.08287912113178,-96.19665805950324,-96.21173830543404,-96.13347287006708,-95.92820061859922,-95.22798244883556,0.0,32230.319060725185,-23.69290852317863
1251,1.4,-95.24897779672652,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.84920893484096,-96.1181048991144,-96.23188152182814,-96.24696146084196,-96.16869761835292,-95.9633175257126,-95.26310548753872,0.0,32253.9497668944,-23.630706169213227
1252,1.4,-95.28398387700638,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.8842219575985,-96.15322492780744,-96.26699910971048,-96.28207872521956,-96.20381656169778,-95.99832885386242,-95.2981237175082,0.0,32277.518166759266,-23.568399864867388
1253,1.4,-95.31888405112883,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.9191294884547,-96.18823916863704,-96.3020107845791,-96.31709005999603,-96.238829661529,-96.03323456459424,-95.33303710028154,0.0,32301.024156643634,-23.50598988436832
1254,1.4,-95.35383716860274,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.95393148906932,-96.22314758314572,-96.33691650797944,-96.35199542671722,-96.27373687939038,-96.06803461956991,-95.36784559751172,0.0,32324.467633146098,-23.443476502463454
1255,1.4,-95.3883113035153,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-95.98872628255626,-96.25795013299243,-96.3717162415735,-96.3867947870455,-96.30853817694222,-96.1028292247867,-95.40264135804038,0.0,32347.876363349238,-23.408730203140294
1256,1.4,-95.42294509928163,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.02341546930715,-96.29264677995262,-96.40640994713982,-96.42148810275988,-96.34323351596136,-96.1375180977543,-95.43733215652588,0.0,32371.222394294342,-23.34603094510385
1257,1.4,-95.45757889504796,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.05799901122198,-96.32723748591818,-96.44099758657366,-96.45607533575598,-96.3778228583412,-96.1721012003731,-95.47191795486609,0.0,32394.505623284113,-23.283228989770578
1258,1.4,-95.49221269081433,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.09247687031694,-96.3617222128976,-96.47547912188696,-96.49055644804626,-96.41230616609174,-96.20657849465988,-95.50639871507433,0.0,32417.725947897703,-23.220324613590492
1259,1.4,-95.52684648658064,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.12684900872452,-96.396100923016,-96.50985451520836,-96.52493140175984,-96.4466834013397,-96.2409499427478,-95.54077439927956,0.0,32440.883265991157,-23.157318093453796
1260,1.4,-95.56100043518374,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.16132419519,-96.4303735785151,-96.54412372878332,-96.55920015914262,-96.48095452632845,-96.27542494094672,-95.57525055276814,0.0,32464.03736674607,-23.154100754913088
1261,1.4,-95.59531433284126,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.19569358523752,-96.4645401417533,-96.57828672497416,-96.59336268255744,-96.51511950341806,-96.30979401721696,-95.60962155451922,0.0,32487.128300178232,-23.090933432162274
1262,1.4,-95.62962823049877,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.22995714111892,-96.49860057520574,-96.61234346625992,-96.6274189344839,-96.54917829508553,-96.3440571338108,-95.64388736678256,0.0,32510.15596471326,-23.027664535027725
1263,1.4,-95.66394212815628,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.2641148252025,-96.53255484146428,-96.64629391523664,-96.6613688775186,-96.5831308639245,-96.37821425309708,-95.6780479519236,0.0,32533.120259055275,-22.96429434201491
1264,1.4,-95.69793593234964,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.29816659997306,-96.56640290323767,-96.68013803461734,-96.69521247437508,-96.61697717264562,-96.41236912670108,-95.71220398080196,0.0,32556.04072775462,-22.920468699343473
1265,1.4,-95.73203643436436,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.33211242803188,-96.60014472335143,-96.71387578723191,-96.72894968788384,-96.65071718407638,-96.44641792791384,-95.74625470747016,0.0,32578.897638379294,-22.856910624675947
1266,1.4,-95.765976383012,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.3660539820611,-96.633780264748,-96.74750713602738,-96.76258048099248,-96.68435086116124,-96.48036061934005,-95.78020009453029,0.0,32601.700691767815,-22.80305338852122
1267,1.4,-95.79980923951231,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.3998895147631,-96.66730949048672,-96.78103204406774,-96.79610481676563,-96.71787816696164,-96.5141971637011,-95.81404010470033,0.0,32624.439993129676,-22.73930136186027
1268,1.4,-95.83353496632924,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.4336189889771,-96.70073236374394,-96.81445047453415,-96.82952265838514,-96.751299064656,-96.54792752383516,-95.84777470081426,0.0,32647.115442438335,-22.675449308659154
1269,1.4,-95.86715352604452,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.46724236765898,-96.73404884781296,-96.84776239072492,-96.8628339691499,-96.78461351753992,-96.58155166269728,-95.88140384582198,0.0,32669.726939948287,-22.611497509951732
1270,1.4,-95.90066488135788,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.5007596138814,-96.7672589061042,-96.88096775605548,-96.89603871247608,-96.81782148902602,-96.61506954335924,-95.91492750278944,0.0,32692.27438619553,-22.547446247244807
1271,1.4,-95.93406899508686,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.5341706908338,-96.80036250214508,-96.91406653405858,-96.92913685189704,-96.85092294264408,-96.64848112900992,-95.94834563489866,0.0,32714.757681998,-22.483295802467183
1272,1.4,-95.96720428176022,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.5674755618223,-96.83335959958026,-96.94705868838416,-96.96243464403206,-96.88391784204111,-96.68178638295495,-95.98165820544769,0.0,32737.206427321024,-22.448745323024923
1273,1.4,-96.00028546966948,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.60067419027004,-96.86625016217148,-96.98014149192318,-96.99562575917518,-96.91680615098134,-96.71498526861708,-96.01486517785078,0.0,32759.60997991954,-22.4035525985164
1274,1.4,-96.03293591213816,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.6337665397169,-96.89922538019351,-97.013117599111,-97.02871016087488,-96.94978128558598,-96.74807774953604,-96.04796651563834,0.0,32781.98640402923,-22.37642410969056
1275,1.4,-96.0657478895622,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.66675257381978,-96.93209399093124,-97.0459869737326,-97.06168781279696,-96.98264975729488,-96.7810637893686,-96.080962182457,0.0,32804.29834173212,-22.311937702892465
1276,1.4,-96.09855986698624,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.69963225635252,-96.96485595828786,-97.0787495796904,-97.09455867872472,-97.0154115300114,-96.81394335188868,-96.11385214206965,0.0,32826.545694882836,-22.247353150713025
1277,1.4,-96.1313718444103,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.73240555120594,-96.99751124628382,-97.1114053810042,-97.127322722559,-97.04806656775624,-96.8467164009873,-96.14663635835548,0.0,32848.72836562027,-22.18267073743482
1278,1.4,-96.16402215947024,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.76507242238796,-97.03016317781432,-97.1439543418114,-97.15997990831802,-97.0806148346676,-96.87938290067272,-96.17931479530996,0.0,32870.85628527976,-22.127919659491454
1279,1.4,-96.19656456111493,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.7976328340235,-97.06270835820672,-97.1763964263669,-97.19253020013772,-97.11315885416778,-96.91194281507036,-96.21188741704503,0.0,32892.929294198126,-22.073008918363485
1280,1.4,-96.2288370807672,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.83008675035472,-97.09514675172012,-97.2088324205808,-97.22497356227151,-97.145596031294,-96.94439610842296,-96.244354187789,0.0,32914.947142851495,-22.017848653369583
1281,1.4,-96.26121753895806,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.86243413574086,-97.12747832273097,-97.24116146723924,-97.25730995909056,-97.17792633042411,-96.97674274509052,-96.27671507188668,0.0,32936.89994018583,-21.952797334335628
1282,1.4,-96.29359799714892,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.89467495465838,-97.15970303573329,-97.27338353083913,-97.28953935508363,-97.21014971605362,-97.0089826895504,-96.30897003379926,0.0,32958.78758963658,-21.88764945074945
1283,1.4,-96.32549238374428,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.926809171701,-97.19192318041412,-97.30560348794714,-97.32166171485724,-97.24236977749746,-97.04111590639738,-96.34111903810457,0.0,32980.640225313095,-21.852635676514183
1284,1.4,-96.3575487942048,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.95883675157972,-97.2240363962584,-97.33771639117036,-97.35367700313566,-97.2744828546135,-97.07314236034358,-96.37316204949698,0.0,33002.427540720935,-21.78731540784065
1285,1.4,-96.38960520466532,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-96.99075765912283,-97.25604264800036,-97.36972220524346,-97.38558518476096,-97.30648891213622,-97.10506201621862,-96.4050990327875,0.0,33024.149440023946,-21.721899303011014
1286,1.4,-96.42166161512586,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-97.02257185927604,-97.28794190049196,-97.40162089501894,-97.41738622469308,-97.3383879149178,-97.13687483896965,-96.43692995290374,0.0,33045.80582767391,-21.656387649964017
1287,1.4,-96.45371802558638,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-97.05427931710238,-97.31973411870293,-97.43341242546714,-97.44908008800977,-97.3701798279282,-97.16858079366128,-96.46865477489004,0.0,33067.39660841097,-21.590780737060413
1288,1.4,-96.485287564302,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-97.08587999778236,-97.35162995160212,-97.46530807079716,-97.48066673990672,-97.402075577592,-97.2001798454758,-96.5002734639074,0.0,33088.983340997154,-21.586732586183643
1289,1.4,-96.51701939359928,0.0,0.3,0.6,0.8999999999999999,1.2,1.5,1.7999999999999998,2.1,2.4,2.7,0.0,0.0,-97.117373866614,-97.3834186801657,-97.4970964867457,-97.5121461456976,-97.43386416743002,-97.23167195971298,-96.5317859852337,0.0,33110.5043170236,-21.520976026447897
